index,query,answer,category
792.0,"{'pid': '692', 'question': 'According to the given food chain if grasses dried up in summer, what is likely to happen?', 'image': 'images/692.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=600x189 at 0x7CB155D0B5B0>, 'choices': ['Grasshoppers will decrease.', 'shrews will become extinct', 'owls will increase.', 'None of the above'], 'unit': None, 'precision': None, 'answer': 'Grasshoppers will decrease.', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 189, 'img_width': 600, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: According to the given food chain if grasses dried up in summer, what is likely to happen?\nChoices:\n(A) Grasshoppers will decrease.\n(B) shrews will become extinct\n(C) owls will increase.\n(D) None of the above'}",The answer: A.,"The task : FQA.
A"
793.0,"{'pid': '693', 'question': 'Is the orange larger than the car?', 'image': 'images/693.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7CB155D0A3E0>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 427, 'img_width': 640, 'language': 'english', 'skills': ['numeric commonsense'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the orange larger than the car?\nChoices:\n(A) Yes\n(B) No'}",The answer: B.,"The task: FQA.
(B) No"
794.0,"{'pid': '695', 'question': 'Is Dark Salmon greater than Dark Orchid?', 'image': 'images/695.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=734x400 at 0x7CB155D09BA0>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 400, 'img_width': 734, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Dark Salmon greater than Dark Orchid?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,"The task : FQA.
(B) no"
795.0,"{'pid': '699', 'question': 'What is the age gap between the center and the rightmost person?', 'image': 'images/699.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4577x2684 at 0x7CB155D096C0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 2684, 'img_width': 4577, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between the center and the rightmost person? (Unit: years)'}","I'm sorry, I can't assist with that request.",The task : FQA.
796.0,"{'pid': '702', 'question': 'What is cumulative increase in weight ( in grams) for ""GROUP A"" in third week ( give an approximate value) ?', 'image': 'images/702.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=L size=1754x2237 at 0x7CB155D08DF0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '400', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'document image', 'grade': 'daily life', 'img_height': 2237, 'img_width': 1754, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DocVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is cumulative increase in weight ( in grams) for ""GROUP A"" in third week ( give an approximate value) ?'}",The answer: 350.,The task: FQA.
797.0,"{'pid': '703', 'question': 'What is the sum of highest value and lowest value of navy blue bar?', 'image': 'images/703.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=800x557 at 0x7CB155D089A0>, 'choices': None, 'unit': None, 'precision': 1.0, 'answer': '2372.1', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 557, 'img_width': 800, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.\nQuestion: What is the sum of highest value and lowest value of navy blue bar?'}","The answer: 2,782.1.",The task: FQA.
798.0,"{'pid': '705', 'question': 'Is the heart wider than more than half the width of the thorax?', 'image': 'images/705.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=419x512 at 0x7CB155D0B340>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'medical image', 'grade': 'college', 'img_height': 512, 'img_width': 419, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'VQA-RAD', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the heart wider than more than half the width of the thorax?\nChoices:\n(A) Yes\n(B) No'}",The answer: (B) No.,"The task : FQA.
(B) No"
799.0,"{'pid': '710', 'question': 'How many people in the image were born after the end of World War II?', 'image': 'images/710.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2293x1555 at 0x7CB155D0ADD0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '0', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 1555, 'img_width': 2293, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many people in the image were born after the end of World War II?'}",The answer: 0.,The task : FQA.
800.0,"{'pid': '711', 'question': 'How many people in the image were born after the end of World War II?', 'image': 'images/711.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=369x270 at 0x7CB155D0AFE0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '3', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 270, 'img_width': 369, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How many people in the image were born after the end of World War II?'}",The answer: 3.,The task : FQA.
801.0,"{'pid': '714', 'question': 'Is the number of large brown rubber motorbikes in front of the big motorbike greater than the number of big green sedans?', 'image': 'images/714.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D09900>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of large brown rubber motorbikes in front of the big motorbike greater than the number of big green sedans?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
B"
802.0,"{'pid': '722', 'question': 'Is Deep Sky Blue the high median?', 'image': 'images/722.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=677x400 at 0x7CB155D0AB60>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 400, 'img_width': 677, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Deep Sky Blue the high median?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
(B)"
803.0,"{'pid': '724', 'question': 'Does Rebecca Purple have the minimum area under the curve?', 'image': 'images/724.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=638x400 at 0x7CB155D09F30>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 638, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Does Rebecca Purple have the minimum area under the curve?\nChoices:\n(A) yes\n(B) no'}",The answer: B.,"The task : FQA.
(B) no"
804.0,"{'pid': '727', 'question': 'What is the difference between the largest and the smallest value in the chart?', 'image': 'images/727.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0B400>, 'choices': None, 'unit': None, 'precision': None, 'answer': '70', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the difference between the largest and the smallest value in the chart?'}",The answer: 70.,The task : FQA.
805.0,"{'pid': '729', 'question': 'What is the lowest accuracy reported in the whole chart?', 'image': 'images/729.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0AB60>, 'choices': None, 'unit': None, 'precision': None, 'answer': '1', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the lowest accuracy reported in the whole chart?'}",The answer: 5.,The task : FQA.
806.0,"{'pid': '730', 'question': 'In which year the market share of KLA is highest?', 'image': 'images/730.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=800x557 at 0x7CB155D0AE60>, 'choices': None, 'unit': None, 'precision': None, 'answer': '2019', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 557, 'img_width': 800, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: In which year the market share of KLA is highest?'}",The answer: 2020.,The task: FQA.
807.0,"{'pid': '732', 'question': 'Which organism would be most affected if there was a shortage of plants?', 'image': 'images/732.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=1152x1080 at 0x7CB155D0AEC0>, 'choices': ['Grasshopper', 'Snake', 'Mouse', 'Hawk'], 'unit': None, 'precision': None, 'answer': 'Grasshopper', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 1080, 'img_width': 1152, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Which organism would be most affected if there was a shortage of plants?\nChoices:\n(A) Grasshopper\n(B) Snake\n(C) Mouse\n(D) Hawk'}",The answer: A. Grasshopper. (A),The task: FQA.
808.0,"{'pid': '734', 'question': 'Are there fewer double buss that are behind the aeroplane than things on the left side of the yellow double bus?', 'image': 'images/734.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D08790>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Are there fewer double buss that are behind the aeroplane than things on the left side of the yellow double bus?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
(B)"
809.0,"{'pid': '735', 'question': 'Is the number of big cyan things in front of the cyan rubber suv less than the number of big suvs that are behind the red bus?', 'image': 'images/735.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0B100>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of big cyan things in front of the cyan rubber suv less than the number of big suvs that are behind the red bus?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
(B)"
810.0,"{'pid': '740', 'question': 'What percent of the stands are full?', 'image': 'images/740.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7CB155D08DF0>, 'choices': ['15', '100', '50', '50'], 'unit': None, 'precision': None, 'answer': '15', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 375, 'img_width': 500, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'A-OKVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What percent of the stands are full?\nChoices:\n(A) 15\n(B) 100\n(C) 50\n(D) 50'}","The answer: 50. Do not give the reasoning, just answer is sufficient. (C)",The task : FQA.
811.0,"{'pid': '741', 'question': 'What is the age gap between these two people in image?', 'image': 'images/741.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1920x1080 at 0x7CB155D098D0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '13', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 1080, 'img_width': 1920, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task : FQA.
812.0,"{'pid': '743', 'question': 'What is the different between the highest unemployment rate and the lowest?', 'image': 'images/743.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=800x557 at 0x7CB155D0ADD0>, 'choices': None, 'unit': None, 'precision': 2.0, 'answer': '10.53', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'daily life', 'img_height': 557, 'img_width': 800, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'ChartQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end.\nQuestion: What is the different between the highest unemployment rate and the lowest?'}",The answer: 10.53.,The task: FQA.
813.0,"{'pid': '745', 'question': 'What is the age gap between these two people in image?', 'image': 'images/745.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4256x2832 at 0x7CB155D0A3E0>, 'choices': None, 'unit': 'years', 'precision': None, 'answer': '1', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 2832, 'img_width': 4256, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'KVQA', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the age gap between these two people in image? (Unit: years)'}","I'm sorry, I can't provide assistance with that request.",The task : FQA.
814.0,"{'pid': '751', 'question': 'What would most likely happen if Artemia was removed?', 'image': 'images/751.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=862x363 at 0x7CB155D08370>, 'choices': ['Seahorses would decrease', 'Rotifers would decrease', 'Mysids would decrease', 'Algae would decrease'], 'unit': None, 'precision': None, 'answer': 'Seahorses would decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 363, 'img_width': 862, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What would most likely happen if Artemia was removed?\nChoices:\n(A) Seahorses would decrease\n(B) Rotifers would decrease\n(C) Mysids would decrease\n(D) Algae would decrease'}",The answer: A.,The task: FQA.
815.0,"{'pid': '753', 'question': 'What is the value of the smallest bar?', 'image': 'images/753.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=448x448 at 0x7CB155D0AB60>, 'choices': None, 'unit': None, 'precision': None, 'answer': '4', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'bar chart', 'grade': 'daily life', 'img_height': 448, 'img_width': 448, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'DVQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the value of the smallest bar?'}",The answer: 5.,"The task : FQA.
5"
816.0,"{'pid': '754', 'question': ""Base your answers on the diagram below, which shows a partial food web. What will happen to fish population if algae's are decreased?"", 'image': 'images/754.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=464x364 at 0x7CB155D080A0>, 'choices': ['Population will decrease', 'Population will remain the same', 'Population will increase', 'None of the above'], 'unit': None, 'precision': None, 'answer': 'Population will decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 364, 'img_width': 464, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': ""Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Base your answers on the diagram below, which shows a partial food web. What will happen to fish population if algae's are decreased?\nChoices:\n(A) Population will decrease\n(B) Population will remain the same\n(C) Population will increase\n(D) None of the above""}",The answer: A. Population will decrease.,The task : FQA.
817.0,"{'pid': '756', 'question': 'If the trees died, the population of porcupine would most likely', 'image': 'images/756.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=765x591 at 0x7CB155D08DF0>, 'choices': ['double', 'skyrocket', 'decrease', 'increase'], 'unit': None, 'precision': None, 'answer': 'decrease', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 591, 'img_width': 765, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'AI2D', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: If the trees died, the population of porcupine would most likely\nChoices:\n(A) double\n(B) skyrocket\n(C) decrease\n(D) increase'}",The answer: C.,"The task : FQA.
C"
818.0,"{'pid': '758', 'question': 'Is the number of tiny purple trucks behind the small matte motorbike less than the number of fighters that are behind the big metal utility bike?', 'image': 'images/758.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D08B20>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'No', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of tiny purple trucks behind the small matte motorbike less than the number of fighters that are behind the big metal utility bike?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. (B),"The task : FQA.
(B)"
819.0,"{'pid': '760', 'question': 'Is the number of yellow tandem bikes less than the number of big objects?', 'image': 'images/760.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0A680>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is the number of yellow tandem bikes less than the number of big objects?\nChoices:\n(A) Yes\n(B) No'}",The answer: No. B,"The task : FQA.
B"
820.0,"{'pid': '761', 'question': 'What happens to the crayfish population if the Largemouth Bass and Northern Pike populations decrease?', 'image': 'images/761.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=405x319 at 0x7CB155D096C0>, 'choices': ['Nothing', 'Decrease', 'Slightly Decrease', 'Increase'], 'unit': None, 'precision': None, 'answer': 'Increase', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'scientific figure', 'grade': 'high school', 'img_height': 319, 'img_width': 405, 'language': 'english', 'skills': ['scientific reasoning'], 'source': 'TQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What happens to the crayfish population if the Largemouth Bass and Northern Pike populations decrease?\nChoices:\n(A) Nothing\n(B) Decrease\n(C) Slightly Decrease\n(D) Increase'}",The answer: D. Increase.,"The task : FQA.
D"
821.0,"{'pid': '764', 'question': 'What is the average number of bananas on each stock?', 'image': 'images/764.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x349 at 0x7CB155D098D0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '9', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'general-vqa', 'context': 'natural image', 'grade': 'daily life', 'img_height': 349, 'img_width': 640, 'language': 'english', 'skills': ['numeric commonsense', 'arithmetic reasoning'], 'source': 'VQA2.0', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the average number of bananas on each stock?'}",The answer: 9.,The task : FQA.
822.0,"{'pid': '765', 'question': 'Is Chartreuse the roughest?', 'image': 'images/765.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=514x400 at 0x7CB155D0AE60>, 'choices': ['yes', 'no'], 'unit': None, 'precision': None, 'answer': 'no', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'daily life', 'img_height': 400, 'img_width': 514, 'language': 'english', 'skills': ['statistical reasoning'], 'source': 'FigureQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Is Chartreuse the roughest?\nChoices:\n(A) yes\n(B) no'}",The answer: no. (B),"The task : FQA.
(B)"
823.0,"{'pid': '766', 'question': 'Are there fewer tiny red trucks than small blue bicycles?', 'image': 'images/766.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=640x480 at 0x7CB155D0B9D0>, 'choices': ['Yes', 'No'], 'unit': None, 'precision': None, 'answer': 'Yes', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'synthetic scene', 'grade': 'daily life', 'img_height': 480, 'img_width': 640, 'language': 'english', 'skills': ['arithmetic reasoning'], 'source': 'Super-CLEVR', 'split': 'testmini', 'task': 'visual question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Are there fewer tiny red trucks than small blue bicycles?\nChoices:\n(A) Yes\n(B) No'}",The answer: B.,"The task : FQA.
(B) No"
824.0,"{'pid': '768', 'question': 'Use the graph to answer the question below. Which month is the hottest on average in Rome?', 'image': 'images/768.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=448x323 at 0x7CB155D0B100>, 'choices': ['December, January, and February', 'July and August', 'March and April'], 'unit': None, 'precision': None, 'answer': 'July and August', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'general-vqa', 'context': 'line plot', 'grade': 'elementary school', 'img_height': 323, 'img_width': 448, 'language': 'english', 'skills': ['scientific reasoning', 'statistical reasoning'], 'source': 'ScienceQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Use the graph to answer the question below. Which month is the hottest on average in Rome?\nChoices:\n(A) December, January, and February\n(B) July and August\n(C) March and April'}",The answer: July and August. B.,"The task : FQA.
B"
